order_id,customer_id,restaurant_id,partner_id,order_date,order_amount,delivery_time_minutes,order_status
4838,1155,23,423,2023-05-15,359,48,Delivered
4839,340,260,452,2023-01-07,839,19,Cancelled
4840,884,23,364,2023-10-05,1790,22,Delivered
4841,446,297,66,2023-09-07,1229,50,Delivered
4842,565,249,326,2023-11-11,218,52,Delivered
4843,1638,100,214,2023-02-12,818,23,Delivered
4844,1253,166,425,2023-10-10,1809,33,Delivered
4845,319,8,75,2023-03-23,1786,31,Delivered
4846,306,129,275,2023-10-06,1862,40,Delivered
4847,145,126,445,2023-08-25,630,44,Delivered
4848,752,22,116,2023-02-07,1865,22,Delivered
4849,65,79,195,2023-12-14,929,55,Cancelled
4850,250,135,404,2023-03-04,1387,30,Delivered
4851,838,4,197,2023-02-13,200,31,Delivered
4852,1603,48,448,2023-09-14,1312,22,Delivered
4853,1669,298,412,2023-11-12,406,35,Delivered
4854,775,74,455,2023-06-05,1637,46,Delivered
4855,1131,109,149,2023-02-02,242,29,Delivered
4856,576,48,102,2023-02-05,1206,21,Delivered
4857,1757,288,325,2023-02-23,789,15,Delivered
4858,701,44,358,2023-12-27,624,25,Cancelled
4859,238,228,448,2023-10-28,1519,15,Delivered
4860,923,20,258,2023-07-04,998,15,Delivered
4861,563,25,414,2023-07-17,1078,21,Delivered
4862,1675,258,235,2023-09-27,585,19,Delivered
4863,215,135,415,2023-07-01,1712,39,Delivered
4864,971,65,485,2023-03-20,1087,35,Delivered
4865,968,138,405,2023-01-28,1081,32,Delivered
4866,440,231,136,2023-05-13,1416,55,Delivered
4867,1887,269,231,2023-01-02,1387,29,Delivered
4868,219,118,202,2023-11-11,741,20,Delivered
4869,1291,208,494,2023-06-03,295,15,Delivered
4870,35,115,86,2023-08-07,1704,43,Delivered
4871,1926,34,360,2023-11-27,1289,17,Delivered
4872,1896,204,124,2023-02-14,1553,17,Delivered
4873,1094,208,330,2023-06-20,754,41,Delivered
4874,340,165,116,2023-07-22,226,39,Delivered
4875,44,32,144,2023-08-14,745,48,Cancelled
4876,1228,154,449,2023-10-15,925,55,Delivered
4877,1672,266,303,2023-05-20,1191,31,Delivered
4878,958,7,460,2023-11-29,654,40,Delivered
4879,52,28,472,2023-08-22,1784,44,Delivered
4880,148,228,249,2023-04-24,1489,45,Delivered
4881,1859,159,305,2023-04-12,1806,27,Delivered
4882,1914,19,228,2023-09-28,361,22,Delivered
4883,152,227,55,2023-10-21,1590,42,Cancelled
4884,75,143,316,2023-01-13,498,20,Delivered
4885,602,45,484,2023-07-02,834,52,Delivered
4886,573,117,119,2023-04-30,1513,57,Delivered
4887,1360,290,374,2023-07-28,1586,36,Delivered
4888,332,118,291,2023-02-25,1133,58,Delivered
4889,433,120,185,2023-05-05,152,18,Delivered
4890,1423,300,299,2023-04-03,937,55,Delivered
4891,713,110,369,2023-07-17,1619,22,Delivered
4892,1257,245,332,2023-08-22,632,21,Cancelled
4893,444,291,445,2023-06-05,1713,42,Cancelled
4894,317,140,260,2023-09-11,1619,24,Delivered
4895,402,287,422,2023-06-28,1882,48,Cancelled
4896,675,125,428,2023-11-15,464,45,Delivered
4897,795,284,233,2023-12-06,339,31,Delivered
4898,1896,124,141,2023-10-23,561,22,Delivered
4899,987,200,226,2023-01-18,1031,15,Cancelled
4900,1146,52,245,2023-04-28,1839,35,Delivered
4901,257,61,451,2023-03-04,945,23,Delivered
4902,806,286,314,2023-04-07,1945,38,Delivered
4903,806,155,206,2023-04-17,1828,52,Delivered
4904,1221,230,8,2023-02-22,756,57,Delivered
4905,1323,168,185,2023-09-06,160,29,Cancelled
4906,487,129,339,2023-03-09,1123,59,Delivered
4907,203,277,203,2023-07-23,1680,52,Delivered
4908,742,165,65,2023-11-06,1857,56,Cancelled
4909,49,89,200,2023-01-28,164,18,Delivered
4910,1606,57,342,2023-01-29,320,35,Delivered
4911,851,37,434,2023-10-27,1091,27,Delivered
4912,1614,130,496,2023-11-16,1433,47,Delivered
4913,1941,45,438,2023-04-29,152,18,Delivered
4914,1139,263,72,2023-12-02,1714,27,Delivered
4915,621,193,427,2023-10-21,1428,18,Delivered
4916,1407,288,437,2023-07-27,1129,23,Delivered
4917,1910,112,38,2023-02-01,690,57,Delivered
4918,256,253,347,2023-08-27,1436,30,Delivered
4919,846,186,497,2023-06-12,1634,41,Delivered
4920,284,65,37,2023-09-29,1270,23,Delivered
4921,43,211,110,2023-02-11,1227,40,Cancelled
4922,249,247,197,2023-02-02,1456,55,Delivered
4923,1471,115,425,2023-01-15,468,27,Delivered
4924,1566,60,354,2023-11-18,1043,53,Delivered
4925,1038,97,163,2023-11-17,1398,52,Delivered
4926,1736,237,223,2023-05-21,180,30,Delivered
4927,1601,296,342,2023-02-04,1610,51,Delivered
4928,1349,92,176,2023-03-13,1764,49,Delivered
4929,1817,206,413,2023-08-21,358,26,Delivered
4930,1234,124,237,2023-10-26,682,53,Delivered
4931,1163,165,433,2023-03-26,531,35,Delivered
4932,1260,213,390,2023-05-12,678,34,Delivered
4933,571,128,411,2023-11-19,1029,60,Delivered
4934,891,260,58,2023-03-01,302,34,Delivered
4935,456,114,24,2023-08-07,677,16,Delivered
4936,1065,13,165,2023-10-15,1173,45,Delivered
4937,684,163,360,2023-06-28,1366,58,Delivered
4938,1422,29,395,2023-11-24,945,59,Delivered
4939,1598,247,272,2023-09-03,1398,18,Cancelled
4940,730,296,51,2023-12-19,461,16,Delivered
4941,546,200,489,2023-05-01,1108,25,Delivered
4942,366,204,203,2023-01-12,593,24,Delivered
4943,1042,153,38,2023-10-02,1780,15,Delivered
4944,655,177,337,2023-11-14,1357,51,Delivered
4945,960,117,370,2023-08-22,1781,51,Cancelled
4946,1702,184,251,2023-10-24,796,37,Delivered
4947,1970,75,131,2023-08-20,701,58,Delivered
4948,132,246,346,2023-04-21,951,44,Delivered
4949,1456,271,218,2023-03-17,877,40,Delivered
4950,949,221,54,2023-02-22,478,38,Cancelled
4951,598,83,106,2023-04-17,212,15,Cancelled
4952,741,204,490,2023-05-08,215,47,Delivered
4953,1184,86,322,2023-05-10,1455,50,Delivered
4954,956,115,493,2023-03-29,1787,22,Delivered
4955,967,268,269,2023-04-14,320,25,Delivered
4956,471,219,181,2023-05-29,1265,37,Delivered
4957,6,242,69,2023-01-04,281,54,Delivered
4958,47,282,152,2023-03-12,1265,45,Delivered
4959,1380,36,224,2023-12-16,1617,25,Delivered
4960,1430,221,391,2023-04-18,1438,40,Delivered
4961,322,168,181,2023-06-19,337,58,Delivered
4962,38,187,454,2023-02-11,216,47,Delivered
4963,622,276,394,2023-05-12,1604,23,Delivered
4964,1797,89,107,2023-12-20,247,15,Delivered
4965,22,232,69,2023-03-08,642,35,Delivered
4966,1528,271,119,2023-01-02,1594,27,Delivered
4967,1399,73,450,2023-11-24,712,27,Delivered
4968,678,105,295,2023-02-28,1040,51,Cancelled
4969,1960,287,16,2023-11-07,379,41,Delivered
4970,453,64,217,2023-08-07,1403,39,Delivered
4971,966,157,5,2023-05-08,572,15,Delivered
4972,571,130,33,2023-01-10,947,21,Delivered
4973,541,298,238,2023-01-03,212,58,Delivered
4974,595,170,283,2023-01-15,354,36,Delivered
4975,195,251,209,2023-06-03,442,52,Delivered
4976,1701,88,265,2023-01-02,1350,23,Cancelled
4977,244,184,4,2023-06-12,1825,16,Delivered
4978,1975,209,316,2023-10-21,1594,41,Delivered
4979,1473,100,63,2023-06-18,1863,25,Delivered
4980,763,82,358,2023-05-06,1576,25,Delivered
4981,1625,283,479,2023-01-25,814,47,Delivered
4982,396,234,332,2023-08-16,1452,34,Delivered
4983,1887,139,379,2023-01-30,1582,60,Delivered
4984,829,90,481,2023-06-24,1678,58,Delivered
4985,746,24,396,2023-02-24,328,22,Delivered
4986,1590,82,419,2023-06-16,804,47,Cancelled
4987,1710,93,238,2023-08-17,1592,49,Delivered
4988,363,206,21,2023-04-24,318,43,Delivered
4989,1204,10,497,2023-05-02,190,31,Delivered
4990,735,274,457,2023-09-17,164,60,Cancelled
4991,965,61,429,2023-10-06,1034,19,Delivered
4992,1740,159,424,2023-03-09,514,53,Delivered
4993,451,189,491,2023-12-26,822,59,Cancelled
4994,1354,187,306,2023-04-03,242,35,Delivered
4995,723,289,209,2023-08-15,807,43,Delivered
4996,1244,46,55,2023-12-15,535,43,Delivered
4997,1634,281,115,2023-01-10,1601,34,Cancelled
4998,958,211,498,2023-03-15,1055,31,Delivered
4999,1778,54,45,2023-07-19,151,50,Delivered
5000,1828,183,496,2023-09-29,1318,44,Delivered
5001,80,56,450,2023-06-28,1500,25,Cancelled
5002,1591,106,104,2023-07-14,1602,48,Delivered
5003,770,32,4,2023-09-21,550,32,Delivered
5004,1395,37,67,2023-12-10,1189,55,Delivered
5005,1058,117,4,2023-12-18,1165,32,Delivered
5006,217,60,383,2023-05-07,1646,51,Delivered
5007,1309,246,296,2023-11-01,409,44,Delivered
5008,1857,169,357,2023-07-21,249,29,Delivered
5009,1387,249,384,2023-10-04,1956,48,Delivered
5010,1808,75,263,2023-07-07,1652,56,Delivered
5011,1149,263,204,2023-09-20,1485,21,Cancelled
5012,1571,133,398,2023-05-01,1328,44,Delivered
5013,498,27,365,2023-10-19,167,56,Delivered
5014,486,255,301,2023-05-26,1410,52,Delivered
5015,1741,153,401,2023-05-22,790,44,Cancelled
5016,1316,130,446,2023-06-08,717,22,Delivered
5017,89,232,207,2023-10-25,1846,25,Delivered
5018,278,198,328,2023-06-25,733,56,Delivered
5019,1575,232,426,2023-07-01,1313,21,Delivered
5020,64,133,128,2023-06-24,1337,56,Delivered
5021,429,265,169,2023-11-17,1454,60,Cancelled
5022,1518,28,237,2023-11-07,1591,51,Cancelled
5023,746,260,438,2023-06-10,1072,47,Cancelled
5024,1889,255,169,2023-08-02,1513,50,Delivered
5025,977,270,159,2023-04-22,777,58,Delivered
5026,1723,108,30,2023-08-15,1485,57,Delivered
5027,1407,239,239,2023-07-18,342,58,Delivered
5028,396,162,337,2023-01-14,1464,55,Delivered
5029,1041,274,112,2023-07-18,1345,25,Delivered
5030,405,257,165,2023-05-25,177,30,Delivered
5031,838,298,301,2023-11-06,846,23,Cancelled
5032,683,23,373,2023-04-06,609,20,Cancelled
5033,1971,71,477,2023-12-16,1790,40,Delivered
5034,325,235,122,2023-06-10,1572,57,Delivered
5035,1657,61,146,2023-11-16,1072,24,Delivered
5036,1414,28,97,2023-03-13,412,30,Delivered
5037,998,39,150,2023-08-06,1772,54,Delivered
5038,69,300,125,2023-12-30,881,35,Delivered
5039,1424,232,22,2023-03-18,225,17,Delivered
5040,964,129,38,2023-04-10,1006,34,Delivered
5041,1912,185,289,2023-05-21,1787,45,Delivered
5042,228,82,56,2023-10-10,1304,30,Delivered
5043,1223,48,490,2023-11-22,452,45,Cancelled
5044,1548,8,432,2023-08-03,815,16,Delivered
5045,830,53,464,2023-03-20,495,24,Delivered
5046,1109,122,336,2023-12-30,1444,16,Cancelled
5047,607,146,215,2023-10-13,1573,37,Delivered
5048,9,132,190,2023-07-09,813,36,Delivered
5049,105,65,497,2023-07-28,584,60,Delivered
5050,14,256,256,2023-09-07,1723,49,Delivered
5051,1377,160,473,2023-04-21,625,56,Delivered
5052,840,99,296,2023-11-04,276,31,Delivered
5053,842,19,15,2023-09-24,514,59,Delivered
5054,501,205,290,2023-07-13,1626,57,Delivered
5055,1711,73,486,2023-08-06,1972,51,Cancelled
5056,1940,95,77,2023-02-01,1305,43,Delivered
5057,691,12,206,2023-02-23,1087,53,Delivered
5058,1318,237,13,2023-02-04,847,58,Delivered
5059,80,29,107,2023-10-27,1887,28,Delivered
5060,1253,17,235,2023-08-12,1377,45,Delivered
5061,1869,59,196,2023-04-04,1641,19,Cancelled
5062,397,122,387,2023-12-18,1825,29,Delivered
5063,1301,38,380,2023-11-02,472,51,Delivered
5064,1604,76,58,2023-01-02,1891,36,Cancelled
5065,984,44,82,2023-03-30,1005,17,Delivered
5066,1839,287,65,2023-03-16,1196,29,Cancelled
5067,911,144,94,2023-08-21,1746,18,Delivered
5068,1271,287,166,2023-09-09,1655,49,Delivered
5069,912,86,457,2023-10-08,447,18,Delivered
5070,309,82,355,2023-12-05,1211,59,Delivered
5071,53,41,86,2023-08-04,1331,50,Delivered
5072,597,133,213,2023-12-27,1008,38,Delivered
5073,664,71,380,2023-05-19,1155,41,Delivered
5074,1163,214,420,2023-12-21,1833,16,Delivered
5075,1815,136,226,2023-03-21,1572,55,Delivered
5076,1673,176,91,2023-07-05,1094,28,Delivered
5077,954,129,241,2023-09-11,1271,49,Delivered
5078,905,2,415,2023-12-23,1581,53,Delivered
5079,652,246,240,2023-08-23,1738,18,Delivered
5080,177,73,464,2023-11-11,1202,47,Cancelled
5081,1953,79,280,2023-06-06,467,40,Delivered
5082,1630,70,263,2023-03-17,1980,40,Delivered
5083,146,194,132,2023-03-03,1046,16,Delivered
5084,402,253,39,2023-11-27,1206,42,Delivered
5085,793,204,278,2023-09-21,171,27,Delivered
5086,1719,206,194,2023-06-06,1116,51,Delivered
5087,1303,33,74,2023-08-27,1343,48,Delivered
5088,253,90,390,2023-05-15,423,50,Delivered
5089,488,192,345,2023-12-18,703,20,Delivered
5090,1622,10,44,2023-10-23,1386,20,Delivered
5091,1140,134,285,2023-01-11,1219,43,Cancelled
5092,1439,61,242,2023-01-01,1567,47,Delivered
5093,1404,205,249,2023-02-22,901,25,Delivered
5094,958,53,371,2023-01-29,1115,33,Delivered
5095,464,116,218,2023-10-08,1335,38,Delivered
5096,1223,195,232,2023-12-25,460,56,Delivered
5097,845,43,343,2023-01-28,820,19,Cancelled
5098,1898,293,474,2023-01-01,254,58,Delivered
5099,1670,55,255,2023-10-12,1659,38,Delivered
5100,362,7,191,2023-01-25,454,37,Delivered
5101,1158,243,84,2023-12-18,1711,55,Delivered
5102,1399,90,17,2023-02-11,174,58,Delivered
5103,1846,241,187,2023-11-16,1769,53,Delivered
5104,1328,236,346,2023-12-21,1489,57,Delivered
5105,684,118,445,2023-11-03,1014,35,Cancelled
5106,1533,232,384,2023-06-08,671,25,Delivered
5107,786,133,343,2023-11-29,489,18,Delivered
5108,829,146,58,2023-06-28,1744,28,Delivered
5109,81,188,48,2023-04-07,638,44,Delivered
5110,1255,118,445,2023-08-16,1766,42,Cancelled
5111,810,294,395,2023-12-18,1395,43,Delivered
5112,236,193,393,2023-01-03,1865,48,Delivered
5113,1017,46,414,2023-08-23,766,53,Delivered
5114,1639,186,267,2023-06-02,1410,40,Delivered
5115,162,141,140,2023-10-29,1403,17,Delivered
5116,434,173,258,2023-07-25,500,33,Delivered
5117,1381,183,228,2023-05-11,693,36,Delivered
5118,1265,296,286,2023-08-12,578,26,Delivered
5119,1567,125,163,2023-03-16,1053,52,Delivered
5120,1846,60,47,2023-12-21,266,59,Delivered
5121,1640,37,493,2023-10-01,662,41,Delivered
5122,1838,262,313,2023-10-11,1518,35,Delivered
5123,1677,85,40,2023-05-05,881,51,Delivered
5124,1025,108,27,2023-12-04,1079,59,Delivered
5125,564,273,5,2023-01-21,1961,24,Delivered
5126,1759,215,136,2023-03-21,858,54,Delivered
5127,1015,69,5,2023-06-21,1893,36,Cancelled
5128,1693,84,422,2023-10-22,1208,45,Delivered
5129,1123,53,368,2023-11-09,438,19,Cancelled
5130,1648,145,241,2023-12-16,673,53,Cancelled
5131,574,229,157,2023-07-17,160,33,Delivered
5132,508,234,491,2023-02-23,1136,50,Delivered
5133,1398,243,407,2023-04-03,315,31,Cancelled
5134,939,94,256,2023-06-22,1246,18,Delivered
5135,705,74,319,2023-04-03,1017,43,Delivered
5136,1719,220,318,2023-09-15,1211,56,Cancelled
5137,1208,278,269,2023-08-25,1113,36,Delivered
5138,675,263,133,2023-08-20,1703,33,Delivered
5139,483,143,3,2023-03-01,1400,23,Cancelled
5140,1191,110,213,2023-01-02,1565,36,Delivered
5141,891,94,357,2023-08-21,831,57,Cancelled
5142,1431,298,107,2023-05-09,921,30,Cancelled
5143,56,57,79,2023-05-23,1873,48,Delivered
5144,604,246,310,2023-05-05,1014,57,Delivered
5145,244,36,185,2023-07-29,1285,40,Delivered
5146,271,123,445,2023-02-01,1811,44,Delivered
5147,858,172,315,2023-05-10,1211,16,Delivered
5148,1983,119,53,2023-07-13,221,23,Cancelled
5149,921,154,124,2023-05-08,258,28,Delivered
5150,1967,91,414,2023-11-30,1615,46,Delivered
5151,848,83,146,2023-06-02,1085,37,Delivered
5152,1765,33,410,2023-02-23,416,55,Delivered
5153,1114,8,252,2023-10-06,1885,26,Delivered
5154,1000,277,389,2023-01-25,959,41,Delivered
5155,1428,153,178,2023-11-15,1914,47,Delivered
5156,822,193,119,2023-07-01,1036,35,Delivered
5157,608,41,268,2023-01-15,488,55,Delivered
5158,1394,268,91,2023-06-23,435,19,Cancelled
5159,1874,268,361,2023-10-04,930,42,Cancelled
5160,1867,162,428,2023-11-11,708,39,Delivered
5161,1464,270,390,2023-06-08,509,49,Delivered
5162,321,273,147,2023-08-18,1959,17,Delivered
5163,92,125,41,2023-12-09,601,58,Delivered
5164,1264,277,285,2023-08-24,336,25,Delivered
5165,327,9,107,2023-08-10,931,48,Delivered
5166,601,65,404,2023-08-15,1937,45,Delivered
5167,279,219,484,2023-10-05,1588,57,Delivered
5168,382,242,74,2023-09-28,1097,39,Delivered
5169,1480,125,77,2023-01-04,1185,45,Cancelled
5170,464,138,225,2023-02-10,1672,15,Delivered
5171,1364,275,117,2023-04-24,694,55,Delivered
5172,1666,189,246,2023-05-05,850,42,Delivered
5173,1954,67,440,2023-08-20,1173,56,Delivered
5174,75,29,131,2023-06-19,586,36,Delivered
5175,1446,300,241,2023-04-22,274,23,Delivered
5176,452,65,88,2023-10-09,855,43,Delivered
5177,47,160,364,2023-03-25,1765,31,Cancelled
5178,1489,79,170,2023-06-25,841,33,Delivered
5179,1068,115,297,2023-08-19,1977,44,Cancelled
5180,601,54,54,2023-08-01,1126,50,Delivered
5181,1955,36,185,2023-10-26,1012,55,Delivered
5182,585,205,446,2023-11-27,1092,29,Delivered
5183,1724,176,195,2023-11-08,170,34,Delivered
5184,571,264,344,2023-05-16,1678,57,Cancelled
5185,1529,117,107,2023-04-06,1607,26,Delivered
5186,145,84,146,2023-10-06,1383,36,Delivered
5187,953,225,15,2023-01-06,1500,42,Delivered
5188,490,135,482,2023-06-10,1343,52,Cancelled
5189,572,82,216,2023-05-21,215,46,Delivered
5190,1303,285,305,2023-06-15,572,18,Delivered
5191,1934,25,116,2023-05-06,1329,47,Delivered
5192,241,124,370,2023-09-16,1171,20,Delivered
5193,770,74,279,2023-04-25,657,37,Cancelled
5194,1280,28,165,2023-10-08,1737,19,Delivered
5195,1380,9,485,2023-03-01,899,28,Delivered
5196,574,102,167,2023-07-26,1088,16,Delivered
5197,1344,231,252,2023-03-26,1197,44,Delivered
5198,653,196,188,2023-11-08,1033,57,Delivered
5199,948,298,342,2023-06-01,873,46,Delivered
5200,703,292,190,2023-07-08,202,36,Delivered
5201,1329,123,353,2023-11-19,942,23,Delivered
5202,1294,43,227,2023-02-28,765,47,Delivered
5203,1823,147,460,2023-02-08,1295,29,Delivered
5204,1930,83,354,2023-06-10,418,57,Delivered
5205,294,32,483,2023-08-21,1981,57,Cancelled
5206,1322,257,84,2023-02-08,957,56,Delivered
5207,1790,35,313,2023-11-19,1603,26,Delivered
5208,1705,192,252,2023-06-01,1605,33,Delivered
5209,123,105,21,2023-12-07,427,45,Delivered
5210,1567,135,238,2023-04-14,202,47,Delivered
5211,1121,73,154,2023-01-30,536,38,Delivered
5212,496,89,371,2023-02-16,1759,25,Delivered
5213,583,147,5,2023-12-26,504,52,Delivered
5214,1583,224,120,2023-05-29,1468,16,Delivered
5215,185,91,409,2023-02-15,1834,50,Delivered
5216,741,85,182,2023-09-02,1320,35,Cancelled
5217,126,14,145,2023-09-02,1394,31,Delivered
5218,1640,122,463,2023-03-20,815,34,Delivered
5219,177,284,461,2023-11-01,328,22,Delivered
5220,620,120,135,2023-09-15,1604,38,Delivered
5221,414,110,308,2023-12-18,1426,42,Delivered
5222,1828,237,219,2023-10-07,1001,20,Delivered
5223,490,149,420,2023-03-07,387,22,Delivered
5224,1584,85,318,2023-02-14,1958,59,Delivered
5225,1030,43,115,2023-01-21,338,33,Delivered
5226,626,287,18,2023-03-25,1415,48,Delivered
5227,104,285,280,2023-11-27,1231,60,Cancelled
5228,778,212,155,2023-07-04,473,27,Delivered
5229,1173,56,347,2023-10-22,1929,52,Delivered
5230,316,36,344,2023-04-22,543,35,Delivered
5231,1151,106,49,2023-08-15,460,29,Delivered
5232,1805,205,251,2023-01-28,765,60,Delivered
5233,142,248,44,2023-01-06,1907,56,Cancelled
5234,1123,289,48,2023-11-13,385,47,Delivered
5235,982,149,19,2023-06-14,1815,16,Delivered
5236,1480,106,401,2023-03-23,196,30,Delivered
5237,1637,135,304,2023-07-08,1030,16,Delivered
5238,157,132,458,2023-09-23,1122,40,Cancelled
5239,1693,254,233,2023-06-27,1688,60,Delivered
5240,1449,236,78,2023-04-26,304,39,Delivered
5241,428,61,202,2023-01-14,1860,27,Delivered
5242,1966,258,373,2023-02-09,340,56,Delivered
5243,1376,29,162,2023-12-20,1696,43,Cancelled
5244,1989,16,489,2023-04-07,1705,51,Cancelled
5245,1761,106,31,2023-08-06,967,44,Delivered
5246,708,144,207,2023-11-02,1916,40,Delivered
5247,1239,126,441,2023-03-12,1718,30,Delivered
5248,945,31,15,2023-09-10,371,58,Delivered
5249,1677,5,401,2023-01-14,1337,46,Delivered
5250,135,141,336,2023-01-25,1295,41,Cancelled
5251,374,111,153,2023-04-21,1879,16,Delivered
5252,832,173,456,2023-10-01,1743,46,Delivered
5253,1806,278,356,2023-09-27,1280,27,Delivered
5254,1334,88,125,2023-08-28,836,53,Delivered
5255,1722,296,253,2023-04-06,441,48,Delivered
5256,666,278,430,2023-12-21,439,58,Cancelled
5257,1937,173,381,2023-05-21,879,35,Delivered
5258,231,109,318,2023-02-28,1981,51,Cancelled
5259,1601,13,494,2023-04-20,786,48,Cancelled
5260,1594,121,220,2023-09-11,1261,50,Cancelled
5261,1122,251,101,2023-07-22,1948,51,Cancelled
5262,395,75,488,2023-05-04,1239,16,Delivered
5263,1424,121,211,2023-05-11,1049,38,Delivered
5264,847,216,461,2023-05-21,1209,42,Delivered
5265,1933,137,51,2023-07-21,622,46,Delivered
5266,267,20,205,2023-04-27,366,44,Delivered
5267,1824,87,295,2023-08-15,1134,40,Delivered
5268,533,184,263,2023-06-04,159,47,Delivered
5269,1535,138,130,2023-02-10,907,43,Delivered
5270,231,160,365,2023-04-20,1589,39,Delivered
5271,149,213,276,2023-07-15,392,21,Cancelled
5272,1879,16,441,2023-04-12,1947,39,Delivered
5273,1058,86,205,2023-01-12,1752,36,Delivered
5274,1453,139,195,2023-06-29,678,26,Delivered
5275,1026,127,195,2023-09-17,1692,31,Delivered
5276,1932,119,256,2023-08-20,333,32,Cancelled
5277,407,149,450,2023-12-13,708,55,Delivered
5278,576,174,434,2023-10-18,875,58,Delivered
5279,869,15,5,2023-04-29,164,20,Delivered
5280,1957,212,330,2023-03-12,461,46,Delivered
5281,1959,113,496,2023-09-25,920,52,Delivered
5282,547,65,354,2023-02-20,1484,43,Delivered
5283,1645,107,200,2023-09-29,624,49,Delivered
5284,1610,29,483,2023-10-25,815,58,Delivered
5285,44,300,100,2023-05-13,210,60,Delivered
5286,175,209,350,2023-07-04,217,49,Delivered
5287,388,211,412,2023-12-21,1769,31,Delivered
5288,1544,10,124,2023-05-21,1821,48,Cancelled
5289,1151,140,97,2023-08-31,1814,44,Delivered
5290,1416,216,89,2023-09-07,1318,36,Delivered
5291,1181,172,449,2023-12-30,404,34,Delivered
5292,1217,182,131,2023-05-26,1405,39,Delivered
5293,675,151,71,2023-02-13,1669,59,Delivered
5294,1425,182,433,2023-08-11,417,45,Delivered
5295,1026,4,496,2023-01-07,379,41,Delivered
5296,1521,35,332,2023-08-17,569,32,Cancelled
5297,1188,146,357,2023-06-13,1348,26,Delivered
5298,1381,61,418,2023-07-29,1607,28,Delivered
5299,1687,84,217,2023-05-23,1649,47,Delivered
5300,1472,47,352,2023-12-16,1895,17,Delivered
5301,912,7,239,2023-10-12,361,23,Delivered
5302,1276,146,326,2023-12-02,841,43,Delivered
5303,154,123,21,2023-05-19,1939,51,Delivered
5304,578,47,358,2023-05-28,505,55,Delivered
5305,1305,126,161,2024-01-01,868,24,Delivered
5306,1817,278,104,2023-11-24,586,45,Delivered
5307,1096,242,366,2023-07-03,1910,40,Delivered
5308,1176,285,64,2023-12-04,576,18,Delivered
5309,850,167,194,2023-05-21,1455,44,Cancelled
5310,968,50,424,2023-02-12,849,48,Cancelled
5311,1810,34,428,2023-09-26,1922,44,Delivered
5312,1383,268,405,2023-11-01,718,19,Cancelled
5313,1917,2,250,2023-10-23,397,22,Cancelled
5314,245,39,154,2023-07-25,677,31,Cancelled
5315,1331,42,496,2023-02-22,1343,47,Delivered
5316,1553,296,235,2023-07-05,1788,34,Delivered
5317,1572,155,448,2023-09-08,585,57,Delivered
5318,1120,173,497,2023-12-30,528,30,Delivered
5319,1478,248,497,2023-05-30,1295,58,Delivered
5320,1491,254,235,2023-01-03,265,45,Delivered
5321,1818,62,324,2023-03-17,847,30,Delivered
5322,1908,49,81,2023-02-14,1687,56,Delivered
5323,1137,16,282,2023-03-25,1696,25,Delivered
5324,1171,300,31,2023-11-11,987,57,Delivered
5325,1491,10,76,2023-10-05,1031,38,Delivered
5326,1728,105,282,2023-04-21,1847,51,Cancelled
5327,740,236,33,2023-07-29,779,40,Delivered
5328,1370,272,69,2023-02-25,1723,60,Delivered
5329,29,97,350,2023-08-30,169,52,Delivered
5330,44,229,24,2023-05-06,1148,48,Delivered
5331,1081,263,385,2023-08-02,1611,60,Delivered
5332,1539,297,116,2023-03-26,224,46,Delivered
5333,1628,18,293,2023-09-21,630,32,Delivered
5334,1217,80,345,2023-12-22,1566,42,Delivered
5335,624,277,226,2023-07-29,1551,26,Delivered
5336,712,31,437,2023-09-01,1785,33,Delivered
5337,551,175,203,2023-06-12,1054,23,Delivered
5338,810,185,347,2023-05-22,333,53,Delivered
5339,1029,53,229,2023-10-28,705,46,Delivered
5340,717,2,440,2023-01-21,546,34,Delivered
5341,272,77,32,2023-04-06,1045,26,Delivered
5342,463,30,111,2023-03-06,1880,39,Delivered
5343,1852,131,177,2023-03-29,910,43,Delivered
5344,21,17,237,2023-05-13,1738,17,Delivered
5345,466,172,45,2023-08-10,1204,36,Delivered
5346,305,140,239,2023-07-24,1675,45,Delivered
5347,257,176,363,2023-10-13,559,45,Delivered
5348,1178,13,32,2023-07-03,1871,28,Delivered
5349,1893,209,308,2023-04-17,547,23,Delivered
5350,473,112,133,2023-03-08,456,49,Delivered
5351,1428,205,82,2023-09-24,622,44,Cancelled
5352,1611,113,255,2023-12-12,511,26,Delivered
5353,1188,107,53,2023-01-19,627,29,Delivered
5354,1689,28,4,2023-10-06,1569,52,Delivered
5355,1342,107,129,2023-01-18,568,43,Delivered
5356,405,98,120,2023-04-11,1548,22,Delivered
5357,1101,264,108,2023-10-01,725,38,Delivered
5358,1569,43,66,2023-07-04,1472,46,Delivered
5359,1282,7,138,2023-08-26,598,43,Cancelled
5360,1073,191,386,2023-12-18,1537,22,Delivered
5361,863,293,338,2023-07-17,1256,16,Delivered
5362,1337,198,152,2023-07-09,1878,60,Cancelled
5363,620,74,50,2023-07-08,1152,57,Delivered
5364,1622,114,238,2023-11-14,1519,25,Delivered
5365,62,166,106,2024-01-01,447,55,Delivered
5366,406,220,268,2023-09-29,892,54,Delivered
5367,1487,68,270,2023-10-12,587,55,Delivered
5368,78,114,309,2023-08-22,1406,53,Delivered
5369,1877,266,442,2023-04-22,1537,28,Delivered
